Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
2, 18, 53692334080, 163.82, 0.00, 0.01, 0.00, 110.18, 0.00
