Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
3, 18, 53692334080, 162.44, 0.00, 0.01, 0.00, 115.26, 0.00
