Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
6, 18, 53692334080, 162.35, 0.00, 0.01, 0.00, 130.99, 0.00
