Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
1, 18, 53692334080, 163.52, 0.00, 0.01, 0.00, 115.58, 0.00
