Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
4, 18, 53692334080, 162.65, 0.00, 0.01, 0.00, 113.49, 0.00
