Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
7, 18, 53692334080, 162.81, 0.00, 0.01, 0.00, 124.53, 0.00
