Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
8, 18, 53692334080, 162.32, 0.00, 0.01, 0.00, 110.75, 0.00
