Disks, Threads, Bytes, [FWD] Section0, [FWD] Section1, [FWD] Section2, [IO] Open, [IO] Write, [IO] Close
5, 18, 53692334080, 161.89, 0.00, 0.01, 0.00, 126.15, 0.00
